Arquivo,Comits por Desenvolvedor,Tempo Médio de Resolução (dias),Densidade dos Defeitos,Taxa de Defeitos Pós-Produção
curriculum-DADOS.csv,1.4285714285714286,40,0.06666666666666667,0.06666666666666667
electron-DADOS.csv,3.0,9,1.2333333333333334,0.26666666666666666
hexo-DADOS.csv,3.75,268,0.43333333333333335,0.3333333333333333
hospitalrun-frontend-DADOS.csv,10.0,40,0.4,0.4
insomnia-DADOS.csv,3.0,9,0.03333333333333333,0.03333333333333333
jitsi-meet-DADOS.csv,2.727272727272727,8,0.23333333333333334,0.23333333333333334
minimal-mistakes-DADOS.csv,3.3333333333333335,140,0.0,0.0
vscode-DADOS.csv,1.875,0,0.13333333333333333,0.1
